D,290,01/15/2020,07:00:01,3.193,19,36803,1
D,291,01/15/2020,08:00:01,3.192,20,34279,1
D,292,01/15/2020,17:00:01,3.191,20,2327,1
D,293,01/15/2020,18:00:01,3.191,20,1975,1
D,294,01/15/2020,19:00:01,3.193,20,3215,1
D,295,01/15/2020,20:00:01,3.195,20,7201,1
D,296,01/15/2020,21:00:01,3.191,19,7346,1
D,297,01/15/2020,22:00:01,3.192,19,9347,1
D,298,01/15/2020,23:00:01,3.192,19,1776,1
D,299,01/16/2020,00:00:01,3.192,19,1786,1
D,300,01/16/2020,01:00:01,3.196,18,1989,1
D,301,01/16/2020,02:00:01,3.191,19,2122,1
D,302,01/16/2020,03:00:01,3.194,19,2092,1
D,303,01/16/2020,04:00:01,3.196,19,2091,1
D,304,01/16/2020,05:00:01,3.193,19,2062,1
D,305,01/16/2020,06:00:01,3.190,19,2089,1
D,306,01/16/2020,07:00:03,3.193,19,366002,1
D,307,01/16/2020,08:00:03,3.196,19,360603,1
D,308,01/16/2020,17:00:01,3.190,19,940,1
D,309,01/16/2020,18:00:01,3.192,19,888,1
D,310,01/16/2020,19:00:01,3.194,19,841,1
D,311,01/16/2020,20:00:01,3.194,18,1007,1
D,312,01/16/2020,21:00:01,3.194,18,914,1
D,313,01/16/2020,22:00:01,3.194,18,907,1
D,314,01/16/2020,23:00:01,3.192,18,1036,1
D,315,01/17/2020,00:00:01,3.195,18,968,1
D,316,01/17/2020,01:00:01,3.194,18,979,1
D,317,01/17/2020,02:00:01,3.192,18,1025,1
D,318,01/17/2020,03:00:01,3.192,18,1026,1
D,319,01/17/2020,04:00:01,3.193,18,1017,1
D,320,01/17/2020,05:00:01,3.193,18,1060,1
D,321,01/17/2020,06:00:01,3.194,18,1039,1
D,322,01/17/2020,07:00:01,3.195,18,1148,1
D,323,01/17/2020,08:00:01,3.192,18,1217,1
D,324,01/17/2020,17:00:01,3.192,19,1908,1
D,325,01/17/2020,18:00:01,3.193,19,1525,1
D,326,01/17/2020,19:00:01,3.196,18,999,1
D,327,01/17/2020,20:00:01,3.194,18,1470,1
D,328,01/17/2020,21:00:01,3.190,18,1549,1
D,329,01/17/2020,22:00:01,3.191,18,1597,1
D,330,01/17/2020,23:00:01,3.194,18,1634,1
D,331,01/18/2020,00:00:01,3.193,18,1830,1
D,332,01/18/2020,01:00:01,3.196,18,2099,1
D,333,01/18/2020,02:00:01,3.195,18,2448,1
D,334,01/18/2020,03:00:01,3.193,17,2563,1
D,335,01/18/2020,04:00:01,3.197,18,2502,1
D,336,01/18/2020,05:00:01,3.195,17,2551,1
D,337,01/18/2020,06:00:01,3.193,18,2562,1
D,338,01/18/2020,07:00:01,3.193,17,2493,1
D,339,01/18/2020,08:00:01,3.192,18,2567,1
D,340,01/18/2020,17:00:01,3.192,19,1804,1
D,341,01/18/2020,18:00:01,3.194,19,2364,1
D,342,01/18/2020,19:00:01,3.193,19,2164,1
D,343,01/18/2020,20:00:01,3.193,18,1434,1
D,344,01/18/2020,21:00:01,3.194,18,1539,1
D,345,01/18/2020,22:00:01,3.193,18,1551,1
D,346,01/18/2020,23:00:01,3.194,18,1599,1
D,347,01/19/2020,00:00:01,3.192,18,2193,1
D,348,01/19/2020,01:00:01,3.194,18,2211,1
D,349,01/19/2020,02:00:02,3.195,18,167735,1
D,350,01/19/2020,03:00:02,3.196,18,219182,1
D,351,01/19/2020,04:00:02,3.193,17,219478,1
D,352,01/19/2020,05:00:02,3.195,18,221516,1
D,353,01/19/2020,06:00:02,3.190,17,221723,1
D,354,01/19/2020,07:00:02,3.194,18,221905,1
D,355,01/19/2020,08:00:02,3.195,18,222144,1
D,356,01/19/2020,17:00:01,3.195,18,4828,1
D,357,01/19/2020,18:00:01,3.193,18,3389,1
D,358,01/19/2020,19:00:01,3.192,18,15313,1
D,359,01/19/2020,20:00:01,3.194,18,7860,1
D,360,01/19/2020,21:00:01,3.192,18,3616,1
D,361,01/19/2020,22:00:01,3.193,17,3907,1
D,362,01/19/2020,23:00:01,3.193,17,4787,1
D,363,01/20/2020,00:00:01,3.194,17,6228,1
D,364,01/20/2020,01:00:01,3.192,17,13458,1
D,365,01/20/2020,02:00:02,3.194,17,211715,1
D,366,01/20/2020,03:08:01,3.194,17,136756256,1
D,367,01/20/2020,04:08:01,3.194,17,1488326784,1
D,368,01/20/2020,05:08:01,3.193,17,1483303680,1
D,369,01/20/2020,06:08:01,3.194,18,1482486912,1
D,370,01/20/2020,07:08:01,3.192,18,1481753344,1
D,371,01/20/2020,08:08:01,3.193,18,1481315840,1
D,372,01/20/2020,17:00:01,3.192,18,12304,1
D,373,01/20/2020,18:00:01,3.192,18,9069,1
